ID	sample_SRR5343918	sample_SRR5343920	sample_SRR5343922	sample_SRR5343924	sample_SRR5343926
ENSG00000263403	0	0	0	0	0
ENSG00000227512	0	2	8	6	5
ENSG00000265181	0	0	0	0	0
ENSG00000237886	4	111	54	34	43
ENSG00000279141	4	11	61	104	32
ENSG00000228401	3	11	4	6	41
ENSG00000172889	548	2209	3677	493	8184
ENSG00000199161	4	14	1	1	11
ENSG00000169692	2033	3678	6968	1203	4552
ENSG00000221693	0	51	0	0	0
ENSG00000165716	70	1479	1787	46	923
ENSG00000233016	1197	2244	3784	616	1971
ENSG00000280496	0	0	0	0	0
ENSG00000276161	0	0	0	0	0
ENSG00000274998	0	0	0	0	0
ENSG00000281808	0	0	0	0	0
ENSG00000274356	11	25	22	2	5
ENSG00000187922	0	9	60	6	8
ENSG00000204003	0	0	0	0	0
ENSG00000267206	0	5	1	12	8
ENSG00000278756	0	0	0	0	0
ENSG00000204001	0	1	0	1	0
ENSG00000177984	0	1	2	0	3
ENSG00000224662	0	0	0	0	0
ENSG00000244187	655	536	1657	411	1388
ENSG00000272896	2	2	5	2	0
ENSG00000213213	45	50	93	32	43
ENSG00000273066	50	26	82	21	30
ENSG00000272679	0	0	0	0	0
ENSG00000228544	54	38	115	45	55
ENSG00000196642	715	1821	3687	939	2737
ENSG00000282955	0	0	0	0	0
ENSG00000213212	3	0	0	8	1
ENSG00000265806	18	16	33	21	13
ENSG00000232434	541	782	1047	285	709
ENSG00000054148	2358	4403	7490	1227	4883
ENSG00000177943	236	354	953	188	310
ENSG00000107223	12834	11366	22484	6098	15582
ENSG00000127191	1719	1657	2048	855	1865
ENSG00000266507	0	0	2	0	2
ENSG00000213590	2	7	43	12	12
ENSG00000260190	3	9	2	6	8
ENSG00000159069	6971	5261	8999	2600	7776
ENSG00000176919	13	100	26	16	50
ENSG00000184925	10	13	18	7	19
ENSG00000198454	0	3	3	1	0
ENSG00000238268	0	8	1	3	4
ENSG00000107317	316	1058	103104	25030	1837
ENSG00000214402	1	9	534	293	3
ENSG00000148362	691	1909	2392	640	2782
ENSG00000169583	27	51	51	14	65
ENSG00000107331	4114	2427	15808	2969	3627
ENSG00000180539	11	62	77	11	40
ENSG00000180549	7	18	4	9	39
ENSG00000279073	0	0	0	0	0
ENSG00000107281	1449	1194	9458	727	3120
ENSG00000054179	2	8	209	44	38
ENSG00000236394	0	0	1	0	0
ENSG00000229257	0	0	0	0	0
ENSG00000186193	253	274	1923	402	1406
ENSG00000231864	0	0	0	0	0
ENSG00000197355	6063	3016	8261	2579	3662
ENSG00000268996	41	202	254	42	145
ENSG00000177239	4987	6124	14774	3227	6611
ENSG00000199411	0	2	0	1	0
ENSG00000176978	12703	17651	35385	4457	14117
ENSG00000176884	1	4	64	15	33
ENSG00000184709	0	0	0	0	10
ENSG00000261793	0	0	0	0	0
ENSG00000263697	0	0	0	0	0
ENSG00000185863	0	0	0	0	0
ENSG00000176248	1998	2817	3744	1234	2706
ENSG00000176101	2805	3099	5669	1506	5785
ENSG00000176058	701	1174	1480	355	1927
ENSG00000187713	1939	2088	3407	968	2095
ENSG00000188566	1236	928	2078	576	880
ENSG00000212864	301	111	250	25	135
ENSG00000197191	49	68	108	71	57
ENSG00000233198	29	13	47	28	30
ENSG00000198569	35	13	58	51	33
ENSG00000188229	11708	14325	27925	8067	19401
ENSG00000188163	4	13	12	3	1
ENSG00000275549	14	17	9	7	10
ENSG00000197768	13	22	20	7	12
ENSG00000188986	3428	2976	7200	2339	6137
ENSG00000198113	180	596	354	154	944
ENSG00000270259	1	3	0	0	2
ENSG00000260996	1	21	11	10	50
ENSG00000198435	172	310	77	138	1029
ENSG00000187609	545	282	779	214	466
ENSG00000188747	175	178	147	24	119
ENSG00000188833	2	4	19	4	13
ENSG00000165802	5515	1847	5765	1780	5270
ENSG00000276682	0	0	0	0	0
ENSG00000130653	332	498	1179	324	201
ENSG00000263933	0	4	2	0	0
ENSG00000182154	2457	3304	7191	1548	5110
ENSG00000148399	975	1513	1576	605	1067
ENSG00000165724	1172	1625	3027	844	2436
ENSG00000197070	1367	1624	2261	739	1681
ENSG00000203993	455	686	855	293	849
ENSG00000181090	2743	2178	6068	1510	3211
ENSG00000274841	0	0	0	0	0
ENSG00000233998	0	3	1	3	1
ENSG00000281796	0	3	2	2	0
ENSG00000255585	14	11	13	11	8
ENSG00000207693	1	0	0	0	0
ENSG00000203987	0	0	1	0	1
ENSG00000148408	3	3	802	0	5
ENSG00000276388	0	0	0	0	0
ENSG00000229926	0	0	0	0	0
ENSG00000159247	49	102	138	2	72
ENSG00000278130	0	0	1	0	0
ENSG00000237419	0	14	0	32	7
ENSG00000233013	5	4	10	2	0
ENSG00000223256	0	0	0	0	0
ENSG00000250210	0	0	0	0	0
ENSG00000253826	0	0	0	0	0
ENSG00000224777	0	0	0	0	0
ENSG00000254468	0	0	0	0	0
ENSG00000270921	1	0	0	0	0
ENSG00000230724	56	25	17	6	8
ENSG00000255229	0	0	0	0	0
ENSG00000222225	0	0	0	0	0
ENSG00000177951	3698	2935	6039	1868	3598
ENSG00000188076	0	0	0	1	1
ENSG00000177947	1	0	0	2	0
ENSG00000254559	0	0	0	0	0
ENSG00000177963	8152	5587	8751	5119	6512
ENSG00000274298	0	0	0	0	0
ENSG00000142082	1280	868	1853	401	809
ENSG00000185627	7818	6065	10958	4093	7670
ENSG00000277290	23	33	14	9	3
ENSG00000174885	25	37	167	21	4
ENSG00000255026	64	143	59	8	13
ENSG00000142102	3769	3063	2141	416	1001
ENSG00000206013	0	2	1	2	2
ENSG00000255533	0	0	1	0	0
ENSG00000185201	16916	6240	20425	3738	14452
ENSG00000254910	70	26	22	22	26
ENSG00000185885	9109	3827	7286	3976	7929
ENSG00000251661	19	38	107	71	19
ENSG00000142089	31196	17715	48770	10086	34482
ENSG00000255089	0	0	0	0	0
ENSG00000270105	3	0	2	1	2
ENSG00000270030	2	3	4	1	18
ENSG00000255328	1	9	7	5	15
ENSG00000270972	0	6	2	1	4
ENSG00000182272	447	29	6072	139	119
ENSG00000184363	39	13	21	362	52
ENSG00000185187	1703	1589	2281	634	1368
ENSG00000185101	56	254	56	31	52
ENSG00000243562	0	0	1	0	0
ENSG00000174915	2202	2636	4678	1467	1536
ENSG00000255237	48	71	56	4	17
ENSG00000023191	25110	8928	11390	7129	11376
ENSG00000254739	21	3	8	13	1
ENSG00000174775	2109	1540	3445	1048	2336
ENSG00000161328	215	90	418	239	125
ENSG00000185522	196	153	169	24	70
ENSG00000254815	52	34	36	11	13
ENSG00000099849	1077	772	813	376	570
ENSG00000247095	31	92	364	48	84
ENSG00000199038	2	3	4	1	1
ENSG00000070047	5131	3553	5238	2206	3265
ENSG00000185507	1620	1879	1482	1022	1313
ENSG00000099834	4	0	1	6	3
ENSG00000070031	0	23	2	0	10
ENSG00000069696	10	17	56	5	22
ENSG00000177030	3091	1066	3057	678	1555
ENSG00000255158	0	1	1	1	0
ENSG00000177106	62	171	2368	171	363
ENSG00000177042	784	513	705	236	327
ENSG00000269915	0	0	0	0	0
ENSG00000177156	9961	8219	12293	4555	8278
ENSG00000177225	4966	2584	4558	1362	2553
ENSG00000255284	232	144	317	160	40
ENSG00000279672	242	39	83	110	20
ENSG00000255142	57	26	16	13	3
ENSG00000184524	18	18	202	109	97
ENSG00000177542	1134	1374	3617	996	1639
ENSG00000274897	56	74	70	28	19
ENSG00000177595	780	1613	1739	460	1450
ENSG00000177600	30675	33631	39041	15119	35932
ENSG00000199785	0	0	0	0	0
ENSG00000177666	4257	4356	3873	1776	2473
ENSG00000255108	2	1	7	1	0
ENSG00000177685	41	95	79	455	311
ENSG00000177697	26084	12902	22492	15311	17224
ENSG00000177700	9251	7870	6668	4143	8064
ENSG00000214063	11146	4267	5580	1409	5742
ENSG00000250397	91	66	31	46	24
ENSG00000177830	5739	4399	15620	3565	4424
ENSG00000183020	6319	4030	4802	3007	4555
ENSG00000222561	0	0	0	0	0
ENSG00000264671	0	0	0	0	0
ENSG00000184956	0	6	0	2	0
ENSG00000254872	0	5	2	0	1
ENSG00000198788	0	0	0	3	0
ENSG00000215182	0	0	8	3	0
ENSG00000117983	24	22	98	484	47
ENSG00000255177	0	0	0	0	0
ENSG00000275669	0	0	0	0	0
ENSG00000078902	5648	3532	5025	3109	3242
ENSG00000255153	93	66	209	15	37
ENSG00000174672	819	50	1205	253	43
ENSG00000182208	1952	1829	1954	987	2054
ENSG00000184545	786	504	96	74	194
ENSG00000233930	10	2	0	2	1
ENSG00000278919	11	21	0	0	0
ENSG00000205869	7	6	1	0	0
ENSG00000205867	0	0	0	0	0
ENSG00000196224	0	1	0	0	0
ENSG00000241598	0	0	0	0	0
ENSG00000185940	0	0	0	0	0
ENSG00000231487	0	0	0	0	0
ENSG00000205866	0	0	0	0	0
ENSG00000205865	0	0	0	0	0
ENSG00000227306	0	0	0	0	0
ENSG00000205864	0	0	3	0	0
ENSG00000244242	187	395	612	468	460
ENSG00000250644	1	1	8	15	6
ENSG00000117984	48642	41219	36972	13506	51107
ENSG00000235027	44	55	29	51	56
ENSG00000229512	21	7	13	20	11
ENSG00000265587	0	0	0	0	0
ENSG00000230834	0	0	9	47	2
ENSG00000230980	0	0	0	0	0
ENSG00000230080	0	0	0	0	0
ENSG00000149043	0	2	0	1	2
ENSG00000130598	8	3323	19	20	88
ENSG00000130592	671	3109	1352	963	11668
ENSG00000264493	0	0	0	0	0
ENSG00000249086	0	0	1	1	1
ENSG00000273848	0	0	0	0	1
ENSG00000184682	9	126	7	17	64
ENSG00000229671	3	43	5	5	14
ENSG00000130595	8	8078	2	25	134
ENSG00000214026	1243	362	964	267	557
ENSG00000226416	0	0	0	6	0
ENSG00000232987	0	0	0	0	0
ENSG00000130600	387	4246	266	2801	4727
ENSG00000275266	0	0	0	0	0
ENSG00000278648	0	0	0	0	0
ENSG00000274866	0	0	0	0	0
ENSG00000280586	0	0	0	0	0
ENSG00000167244	28	1570	703	353	6073
ENSG00000240801	0	0	0	0	0
ENSG00000129965	0	0	0	0	0
ENSG00000207805	0	0	0	0	1
ENSG00000099869	0	0	2	2	10
ENSG00000254647	0	0	0	0	0
ENSG00000180176	0	1	17	3	3
ENSG00000265258	0	0	0	0	0
ENSG00000183734	34	263	19	5	73
ENSG00000110665	57	47	10	624	51
ENSG00000064201	42	60	10	613	35
ENSG00000207308	0	0	0	0	0
ENSG00000238184	22	2	7	1	8
ENSG00000236264	29	21	55	13	25
ENSG00000199550	3	3	1	1	0
ENSG00000110651	59110	25574	65722	11855	35337
ENSG00000184281	2194	1697	2689	960	2094
ENSG00000230483	0	0	0	0	0
ENSG00000070985	1	0	2	1	1
ENSG00000053918	106	245	324	115	962
ENSG00000269821	339	302	694	472	88
ENSG00000275666	0	0	0	0	0
ENSG00000276105	0	0	0	0	0
ENSG00000276494	0	0	0	0	0
ENSG00000276015	0	0	0	0	0
ENSG00000236041	0	0	0	0	0
ENSG00000229414	0	2	0	1	0
ENSG00000237941	0	1	1	1	0
ENSG00000274740	0	0	0	0	0
ENSG00000129757	62	329	1808	706	1091
ENSG00000254827	698	82	154	787	359
ENSG00000110628	4187	1042	2896	1113	1011
ENSG00000181649	51	113	3486	3369	1854
ENSG00000205531	8122	6386	11290	5326	6848
ENSG00000207008	0	1	0	0	0
ENSG00000183562	8	2	13	13	4
ENSG00000110619	5411	3614	5194	2248	2641
ENSG00000247473	2	1	1	1	0
ENSG00000201616	0	0	1	0	0
ENSG00000236710	2	10	14	19	17
ENSG00000021762	1780	954	4188	2667	3652
ENSG00000234791	0	0	0	0	0
ENSG00000280914	0	0	0	0	0
ENSG00000182170	0	0	0	0	0
ENSG00000236301	0	0	0	0	0
ENSG00000224513	0	0	54	0	0
ENSG00000184350	0	0	98	0	0
ENSG00000236987	0	0	0	0	0
ENSG00000276951	0	0	0	0	0
ENSG00000232390	0	0	0	0	0
ENSG00000273813	0	0	0	0	0
ENSG00000254592	0	0	0	0	0
ENSG00000005801	1748	1170	1089	472	486
ENSG00000263365	0	0	0	0	0
ENSG00000223756	21	30	23	17	113
ENSG00000189398	3	6	2	2	2
ENSG00000166492	8	5	10	2	14
ENSG00000254757	0	0	2	0	0
ENSG00000255367	19	6	12	7	16
ENSG00000255522	1	0	0	0	0
ENSG00000237226	0	0	0	0	0
ENSG00000221019	0	0	0	0	0
ENSG00000223688	0	0	0	0	0
ENSG00000230851	0	0	0	0	0
ENSG00000238161	0	0	0	0	0
ENSG00000182048	2	57	11	2	38
ENSG00000167311	0	3	16	4	19
ENSG00000129744	0	4	0	1	0
ENSG00000201279	0	0	0	0	0
ENSG00000200201	0	0	0	0	1
ENSG00000129749	19	64	43	32	30
ENSG00000110713	6439	4174	8711	5650	4219
ENSG00000251934	1	2	0	0	0
ENSG00000238304	0	0	0	0	0
ENSG00000148985	1341	791	1780	743	729
ENSG00000177105	3732	4155	2994	1098	4841
ENSG00000228661	10	8	18	9	17
ENSG00000167323	5653	1765	4089	2703	2920
ENSG00000229368	24	10	39	31	22
ENSG00000263421	0	0	0	0	0
ENSG00000230593	7	15	5	1	17
ENSG00000206976	0	1	0	0	1
ENSG00000255232	0	0	0	0	0
ENSG00000255141	0	2	0	1	0
ENSG00000224555	0	0	0	0	0
ENSG00000240385	0	0	0	0	0
ENSG00000167325	3344	2400	5622	4306	4463
ENSG00000255276	1	1	0	0	1
ENSG00000231548	0	1	0	1	0
ENSG00000254480	0	5	5	1	0
ENSG00000255387	3	0	1	0	1
ENSG00000237565	0	0	0	0	0
ENSG00000255194	0	0	0	0	0
ENSG00000236175	0	0	0	0	0
ENSG00000186223	0	0	0	0	0
ENSG00000186232	0	0	0	0	0
ENSG00000229542	0	0	0	0	0
ENSG00000221996	0	0	0	0	0
ENSG00000280253	0	0	0	0	0
ENSG00000175800	0	2	0	0	0
ENSG00000132109	3204	2526	1401	678	1372
ENSG00000237272	0	0	0	0	0
ENSG00000171999	0	0	0	0	0
ENSG00000221030	0	0	0	0	0
ENSG00000181963	0	0	0	0	0
ENSG00000225101	1	5	3	0	6
ENSG00000196778	0	0	0	0	0
ENSG00000226616	0	0	0	0	0
ENSG00000197790	0	0	0	0	0
ENSG00000171987	0	0	0	0	0
ENSG00000226288	0	0	0	0	0
ENSG00000232268	0	1	0	0	0
ENSG00000167333	1069	574	1274	426	595
ENSG00000197428	0	0	0	0	0
ENSG00000180785	80	175	20	54	581
ENSG00000180723	0	0	0	0	1
ENSG00000167332	17	58	6	15	46
ENSG00000197674	0	0	0	0	1
ENSG00000167346	0	0	0	0	1
ENSG00000272634	0	0	0	0	0
ENSG00000272664	0	0	0	0	0
ENSG00000271602	0	0	0	0	0
ENSG00000272559	0	0	0	0	0
ENSG00000273051	0	0	0	0	0
ENSG00000201980	0	0	0	0	0
ENSG00000188069	0	0	0	0	0
ENSG00000280021	0	0	0	0	0
ENSG00000176951	0	0	0	0	0
ENSG00000231070	0	0	0	0	0
ENSG00000176937	0	0	0	0	0
ENSG00000279270	0	0	0	0	0
ENSG00000176925	0	0	0	0	0
ENSG00000197984	0	0	0	0	0
ENSG00000176922	0	1	0	0	0
ENSG00000176904	0	0	0	0	0
ENSG00000198217	0	0	0	0	0
ENSG00000176900	0	0	0	0	0
ENSG00000197023	0	0	0	0	0
ENSG00000176895	0	0	0	0	0
ENSG00000176893	0	0	0	0	0
ENSG00000278870	0	0	0	0	0
ENSG00000176879	0	0	0	0	0
ENSG00000227023	0	0	0	0	0
ENSG00000205497	0	0	0	0	0
ENSG00000205496	0	0	0	0	0
ENSG00000225003	0	0	0	0	0
ENSG00000176798	0	0	0	0	0
ENSG00000224300	0	0	0	0	0
ENSG00000230261	0	0	0	0	0
ENSG00000205495	0	0	0	0	0
ENSG00000176787	0	0	0	0	0
ENSG00000273085	0	0	0	0	0
ENSG00000236621	0	0	0	0	0
ENSG00000237354	0	0	0	0	0
ENSG00000226157	0	0	0	0	0
ENSG00000203560	0	0	0	0	0
ENSG00000236897	0	0	0	0	0
ENSG00000205494	1	0	0	0	0
ENSG00000171944	0	0	1	0	0
ENSG00000182070	0	1	0	0	0
ENSG00000176752	0	0	0	0	0
ENSG00000176748	0	0	0	0	0
ENSG00000176742	0	0	0	0	0
ENSG00000224091	0	0	0	0	0
ENSG00000221031	0	0	0	0	0
ENSG00000244734	1894	2658	51	2159	1896
ENSG00000223609	1	0	0	0	0
ENSG00000229988	0	0	0	0	0
ENSG00000260629	0	0	0	0	0
ENSG00000213934	0	0	0	0	0
ENSG00000196565	7	4	0	0	0
ENSG00000279824	0	0	0	0	0
ENSG00000279346	0	0	0	0	0
ENSG00000213931	143	5	1	1	1
ENSG00000229093	1	1	0	0	0
ENSG00000183251	9	0	0	0	0
ENSG00000167355	6	1	1	0	0
ENSG00000223735	1	0	0	0	0
ENSG00000279012	0	0	0	0	0
ENSG00000184881	0	0	0	0	0
ENSG00000236359	0	0	0	0	0
ENSG00000242180	5	0	0	0	0
ENSG00000176239	0	0	0	0	0
ENSG00000230087	0	0	0	0	0
ENSG00000236248	0	0	0	0	0
ENSG00000184698	0	0	0	0	0
ENSG00000184321	2	0	0	0	0
ENSG00000167360	0	0	0	0	0
ENSG00000248424	0	0	0	0	0
ENSG00000167359	0	1	0	0	0
ENSG00000187918	0	0	0	0	0
ENSG00000230484	0	0	0	0	0
ENSG00000181609	2	0	0	0	0
ENSG00000175520	0	0	0	0	0
ENSG00000175518	9	71	12	0	2
ENSG00000224295	7	19	11	1	1
ENSG00000249633	0	0	1	0	0
ENSG00000181616	0	0	0	0	0
ENSG00000248553	0	0	0	0	0
ENSG00000231049	1	0	0	0	0
ENSG00000233646	0	0	0	1	0
ENSG00000229534	3	7	1	1	0
ENSG00000239920	0	3	0	1	0
ENSG00000187747	0	0	2	0	0
ENSG00000121236	9	181	743	256	253
ENSG00000258588	0	0	0	0	0
ENSG00000258659	6	6	2	1	1
ENSG00000132256	2268	1544	1830	577	1187
ENSG00000132274	5380	5646	922	768	3094
ENSG00000232381	0	0	0	0	0
ENSG00000181109	0	3	0	0	0
ENSG00000181023	0	0	0	0	0
ENSG00000181074	6	5	0	0	3
ENSG00000181017	0	0	0	0	0
ENSG00000181009	0	1	0	0	0
ENSG00000181001	0	0	0	0	0
ENSG00000236965	0	0	0	0	0
ENSG00000180988	0	0	0	0	0
ENSG00000205409	0	1	0	0	0
ENSG00000183269	0	0	0	0	0
ENSG00000233563	0	0	0	0	0
ENSG00000180974	0	0	0	0	0
ENSG00000277932	0	0	0	0	0
ENSG00000277514	0	0	0	0	0
ENSG00000255257	0	29	0	0	0
ENSG00000184478	0	14	0	0	0
ENSG00000188691	0	0	1	0	0
ENSG00000183313	0	4	0	0	0
ENSG00000254831	0	1	0	0	0
ENSG00000183389	0	0	0	0	0
ENSG00000202147	0	0	0	0	0
ENSG00000180934	0	2	0	0	0
ENSG00000255481	0	0	0	0	0
ENSG00000262980	0	0	0	0	0
ENSG00000234895	0	0	2	0	0
ENSG00000180919	1	1	6	0	1
ENSG00000254444	0	3	3	1	0
ENSG00000180913	0	0	0	0	0
ENSG00000180909	0	0	0	0	0
ENSG00000255307	0	0	1	0	0
ENSG00000175485	0	0	1	1	0
ENSG00000267940	24	46	10	20	11
ENSG00000180878	3	1	6	4	0
ENSG00000051009	2229	1434	2012	1228	1206
ENSG00000132259	2	6	22	14	3
ENSG00000110148	1	0	1	287	6
ENSG00000270435	0	0	0	0	0
ENSG00000170955	4836	2509	8465	3414	8844
ENSG00000282556	5	11	5	2	3
ENSG00000254443	1	0	1	0	0
ENSG00000166311	6103	3076	4145	761	2292
ENSG00000166313	2374	1702	3822	2489	1577
ENSG00000110169	15	109	73	25	9
ENSG00000110171	1768	1007	1066	671	951
ENSG00000132254	2194	2487	4041	1396	2032
ENSG00000132286	3066	1979	2767	1167	1363
ENSG00000265264	0	0	2	2	1
ENSG00000254595	35	25	25	35	26
ENSG00000179532	671	1104	987	295	162
ENSG00000132275	1172	1319	1407	518	946
ENSG00000254400	0	0	0	0	0
ENSG00000166333	308	121	105	178	128
ENSG00000166337	2611	3609	3645	1594	2709
ENSG00000254641	0	0	0	0	0
ENSG00000166340	44945	28471	41381	24883	11926
ENSG00000255680	4	5	0	13	0
ENSG00000166341	416	1095	4339	1126	4670
ENSG00000255390	0	0	0	0	0
ENSG00000255410	0	3	1	1	5
ENSG00000158042	5257	3356	4916	4021	4438
ENSG00000241678	1	12	3	0	0
ENSG00000254838	103	428	117	95	128
ENSG00000254781	1	0	0	0	0
ENSG00000188124	2	2	15	0	2
ENSG00000279486	0	0	0	0	0
ENSG00000170803	0	0	0	0	0
ENSG00000184933	3	0	1	0	0
ENSG00000254712	0	0	0	0	0
ENSG00000166363	0	0	1	0	0
ENSG00000170790	0	0	0	1	0
ENSG00000170782	0	0	0	0	0
ENSG00000166368	0	3	0	0	1
ENSG00000178358	0	0	0	0	0
ENSG00000149054	196	137	541	28	159
ENSG00000149050	114	63	221	57	30
ENSG00000158077	1	2	15	2	1
ENSG00000170748	0	1	1	0	0
ENSG00000255179	0	0	0	0	0
ENSG00000221703	0	0	0	0	0
ENSG00000170743	1	15	2	0	1
ENSG00000251364	117	786	151	7	18
ENSG00000183801	178	550	152	508	1787
ENSG00000166387	3589	1342	2186	649	811
ENSG00000254864	0	0	0	0	0
ENSG00000166394	91	160	3658	246	531
ENSG00000183378	4	2	1	0	0
ENSG00000275612	0	0	0	0	0
ENSG00000276668	1	0	1	0	0
ENSG00000271758	0	0	0	0	0
ENSG00000254707	3	0	1	0	0
ENSG00000176716	7	6	1	0	0
ENSG00000227892	0	0	0	0	0
ENSG00000254951	0	0	0	0	0
ENSG00000166408	0	0	0	0	0
ENSG00000241008	0	0	0	0	0
ENSG00000183303	0	0	0	0	0
ENSG00000182334	0	0	0	0	0
ENSG00000170688	0	0	0	0	0
ENSG00000252769	0	0	0	0	0
ENSG00000279000	0	0	0	0	0
ENSG00000175393	0	0	0	0	0
ENSG00000170683	0	2	0	0	0
ENSG00000182261	0	0	1	0	0
ENSG00000175390	8365	7216	10034	2670	6220
ENSG00000254642	0	0	0	0	0
ENSG00000255420	0	0	0	0	0
ENSG00000166402	39	999	4217	105	644
ENSG00000254921	0	0	0	0	0
ENSG00000248332	0	0	0	0	0
ENSG00000279391	0	0	1	0	0
ENSG00000166405	4	197	20	0	8
ENSG00000246820	0	0	0	0	0
ENSG00000166407	0	0	59	0	4
ENSG00000130413	0	10	249	3	26
ENSG00000252778	0	0	0	0	0
ENSG00000166436	1041	768	1421	565	235
ENSG00000254900	1	0	6	3	0
ENSG00000166441	58637	59188	52506	19654	43278
ENSG00000280884	0	0	0	0	0
ENSG00000200983	0	0	0	0	0
ENSG00000281902	1	0	1	2	2
ENSG00000212607	3	1	0	3	2
ENSG00000166444	7529	3967	3690	2782	3936
ENSG00000254665	0	0	0	0	0
ENSG00000255159	0	1	1	0	0
ENSG00000252905	0	0	0	0	0
ENSG00000202276	0	0	0	0	0
ENSG00000166452	2067	1069	2322	986	1459
ENSG00000176029	14	2	7	2	0
ENSG00000176009	1	0	1	0	0
ENSG00000223080	0	0	0	0	0
ENSG00000175348	4560	2916	4166	2355	2584
ENSG00000254860	53	38	166	22	18
ENSG00000175352	1691	363	1619	176	720
ENSG00000253973	0	1	1	0	3
ENSG00000175356	437	1245	4092	168	608
ENSG00000264984	0	0	0	0	0
ENSG00000213538	0	0	0	1	0
ENSG00000184014	7740	3829	7066	5536	5398
ENSG00000255097	0	0	0	1	0
ENSG00000273725	0	0	0	0	0
ENSG00000166471	1563	1050	2052	910	922
ENSG00000254884	0	0	0	0	1
ENSG00000205339	14888	8236	14421	8840	6918
ENSG00000201998	5	2	7	40	0
ENSG00000254397	2	0	2	1	0
ENSG00000278792	0	0	0	1	0
ENSG00000268403	107	124	57	23	34
ENSG00000166478	1424	696	1066	757	588
ENSG00000277962	0	0	0	0	0
ENSG00000166483	2710	1140	2766	1132	1414
ENSG00000238387	0	0	0	0	0
ENSG00000243964	65	40	62	9	65
ENSG00000255463	0	0	0	0	0
ENSG00000239470	35	16	19	9	29
ENSG00000133789	6928	2823	16594	3417	6498
ENSG00000201564	0	0	0	0	0
ENSG00000245522	151	23	93	23	22
ENSG00000246273	210	124	384	97	90
ENSG00000133812	3932	1057	2108	1170	1291
ENSG00000255476	0	0	0	0	0
ENSG00000252568	0	0	0	0	0
ENSG00000254765	0	0	0	0	0
ENSG00000254865	0	0	0	0	0
ENSG00000254719	42	32	246	39	74
ENSG00000254554	0	6	7	1	2
ENSG00000148926	166	231	802	885	979
ENSG00000133805	181	740	439	267	495
ENSG00000221574	0	0	0	0	0
ENSG00000281108	0	0	0	0	0
ENSG00000255823	8	301	21	9	20
ENSG00000110315	1755	1661	2406	749	1292
ENSG00000177112	1	10	2	0	5
ENSG00000133800	39	241	2411	783	1558
ENSG00000072952	256	787	150	277	2132
ENSG00000206858	0	0	0	0	0
ENSG00000198730	4345	3372	5160	3309	2284
ENSG00000255125	0	0	0	0	0
ENSG00000110321	60084	29703	52091	42079	34541
ENSG00000238622	0	0	0	0	0
ENSG00000246308	25	56	29	20	6
ENSG00000236287	3943	2200	2307	1478	1384
ENSG00000247271	447	545	794	518	184
ENSG00000250041	273	43	4	118	15
ENSG00000254401	8	2	1	17	1
ENSG00000254957	0	1	2	0	0
ENSG00000270897	1	0	0	0	0
ENSG00000255123	0	0	0	0	0
ENSG00000255260	0	0	1	0	1
ENSG00000110328	151	411	2624	136	2132
ENSG00000254598	546	201	630	266	131
ENSG00000255351	0	0	0	0	0
ENSG00000255462	0	4	1	2	9
ENSG00000266645	0	0	0	0	0
ENSG00000280288	0	0	0	0	0
ENSG00000255309	0	0	0	0	0
ENSG00000278645	0	1	0	0	0
ENSG00000278529	0	0	2	0	0
ENSG00000170242	5868	3972	3905	2691	2181
ENSG00000255492	0	0	0	0	0
ENSG00000050165	341	1083	1641	3000	4532
ENSG00000254486	1	2	0	10	1
ENSG00000254991	0	0	0	1	1
ENSG00000281672	0	0	0	0	0
ENSG00000255400	0	0	0	1	0
ENSG00000133816	1169	1463	606	1786	9696
ENSG00000275373	0	0	0	0	0
ENSG00000254680	0	0	0	0	0
ENSG00000133808	2	11	7	17	23
ENSG00000254983	0	0	0	0	0
ENSG00000264283	0	0	0	0	0
ENSG00000197702	6839	5026	6299	2964	9204
ENSG00000254847	3	9	2	0	3
ENSG00000187079	6866	5630	16446	5886	4575
ENSG00000254688	1	0	0	0	0
ENSG00000255067	0	0	0	0	0
ENSG00000280762	0	0	0	0	0
ENSG00000252329	0	0	0	0	0
ENSG00000203258	1	2	0	0	2
ENSG00000251381	0	1	1	6	6
ENSG00000266625	0	0	0	0	0
ENSG00000254670	0	0	5	0	1
ENSG00000189431	0	18	103	0	24
ENSG00000255558	0	0	1	0	0
ENSG00000255018	0	0	0	0	0
ENSG00000133794	807	637	431	448	422
ENSG00000222162	0	0	0	0	0
ENSG00000148925	2191	885	1844	1099	1343
ENSG00000254583	0	0	0	0	0
ENSG00000255401	0	0	0	0	0
ENSG00000152266	0	0	0	0	0
ENSG00000228901	0	0	0	0	0
ENSG00000197601	4799	2664	6805	2244	2437
ENSG00000254791	1	0	1	0	2
ENSG00000240454	0	0	0	0	0
ENSG00000200685	0	0	0	0	0
ENSG00000255075	0	0	0	0	0
ENSG00000255088	0	0	0	0	0
ENSG00000255411	0	0	0	0	0
ENSG00000254927	0	0	0	0	0
ENSG00000254930	0	0	0	0	0
ENSG00000201856	0	0	0	0	0
ENSG00000254438	0	1	7	0	2
ENSG00000262655	438	1256	18942	1864	7632
ENSG00000277787	0	0	0	0	0
ENSG00000212365	0	0	0	0	0
ENSG00000254418	0	0	0	0	0
ENSG00000133818	1713	407	1453	76	580
ENSG00000255074	2	0	3	1	1
