ID	sample_SRR5343917	sample_SRR5343919	sample_SRR5343921	sample_SRR5343923	sample_SRR5343925
ENSG00000216937	27	140	111	190	83
ENSG00000231245	16	11	15	13	10
ENSG00000279242	0	0	1	0	0
ENSG00000150076	2	14	29	34	19
ENSG00000273038	21	70	242	125	142
ENSG00000150093	47880	12443	66569	56160	23476
ENSG00000228816	0	0	0	0	0
ENSG00000229656	2	10	12	10	6
ENSG00000234163	0	0	0	0	0
ENSG00000265319	0	0	0	0	0
ENSG00000229878	0	0	0	0	0
ENSG00000235962	0	1	0	0	1
ENSG00000233387	0	0	0	3	1
ENSG00000263576	0	0	0	2	0
ENSG00000099250	1174	2318	6196	10837	6009
ENSG00000238258	0	1	0	2	1
ENSG00000244356	0	0	0	0	0
ENSG00000273012	0	0	1	1	0
ENSG00000226412	0	0	0	0	0
ENSG00000203565	0	0	0	0	0
ENSG00000261683	0	1	3	0	0
ENSG00000226407	0	0	0	0	0
ENSG00000223470	0	1	0	1	0
ENSG00000148498	3447	311	3108	1211	694
ENSG00000199200	0	0	0	0	0
ENSG00000234167	0	0	0	0	0
ENSG00000229235	0	0	0	0	0
ENSG00000215184	0	0	0	0	2
ENSG00000226386	4	4	2	4	1
ENSG00000232525	0	0	0	0	1
ENSG00000223047	0	0	0	0	0
ENSG00000222909	0	0	0	0	0
ENSG00000213724	0	0	0	0	1
ENSG00000283000	0	0	0	2	0
ENSG00000108094	2988	1819	2182	3069	1634
ENSG00000266228	0	0	0	0	0
ENSG00000230534	1	3	22	1	3
ENSG00000095794	1561	4036	966	1618	3190
ENSG00000253054	0	0	0	0	3
ENSG00000233343	0	0	0	0	1
ENSG00000269952	1	51	5	16	54
ENSG00000233200	0	0	1	0	0
ENSG00000253070	0	0	0	0	0
ENSG00000108100	6609	3095	3295	5222	3334
ENSG00000200097	0	0	0	0	0
ENSG00000271335	108	41	58	52	58
ENSG00000177291	1	0	1	1	0
ENSG00000273312	1	0	0	3	1
ENSG00000177283	61	40	1657	488	148
ENSG00000264780	0	0	0	0	0
ENSG00000226646	0	0	1	0	0
ENSG00000280719	0	1	8	0	1
ENSG00000227313	0	1	1	0	0
ENSG00000227475	27	0	0	0	0
ENSG00000236626	0	0	0	0	0
ENSG00000228694	0	0	0	0	0
ENSG00000237002	0	0	0	0	0
ENSG00000274458	0	0	0	0	0
ENSG00000229644	1146	558	1344	886	766
ENSG00000207271	0	0	0	0	0
ENSG00000238176	0	0	0	0	0
ENSG00000233533	0	0	0	1	0
ENSG00000225355	0	1	0	0	1
ENSG00000148513	1	2	0	0	0
ENSG00000206796	0	0	0	0	0
ENSG00000234918	0	0	0	0	0
ENSG00000240800	0	0	0	1	0
ENSG00000244402	0	0	0	0	0
ENSG00000252621	0	0	0	0	0
ENSG00000235687	0	0	0	0	0
ENSG00000237970	0	0	0	1	0
ENSG00000236313	0	0	0	0	0
ENSG00000224920	0	0	0	0	0
ENSG00000225276	0	0	0	0	0
ENSG00000256892	0	0	0	0	0
ENSG00000226578	12	5	1	3	2
ENSG00000198105	780	495	800	453	394
ENSG00000260137	0	1	0	0	1
ENSG00000225192	0	3	1	2	3
ENSG00000228828	0	2	3	0	1
ENSG00000266800	0	0	0	0	0
ENSG00000236514	6	3	24	2	3
ENSG00000151963	1	2	4	1	0
ENSG00000235197	0	0	0	0	0
ENSG00000175395	540	762	732	832	564
ENSG00000226447	0	0	0	0	0
ENSG00000206840	0	0	1	0	1
ENSG00000189180	2262	1134	969	1094	874
ENSG00000252132	0	0	1	1	0
ENSG00000275675	6	1	0	0	0
ENSG00000226086	35	14	37	22	10
ENSG00000235964	27	0	3	0	0
ENSG00000075407	2256	1186	2727	1107	1064
ENSG00000272983	1	15	9	18	17
ENSG00000273019	0	0	1	0	0
ENSG00000225965	1	0	0	0	0
ENSG00000224761	1	0	0	0	0
ENSG00000236309	0	0	0	0	0
ENSG00000226113	0	0	0	0	0
ENSG00000234941	0	0	0	0	0
ENSG00000099251	93	78	143	70	45
ENSG00000120555	3	21	15	22	6
ENSG00000276805	292	157	185	161	92
ENSG00000222314	0	0	0	0	0
ENSG00000228882	0	1	0	1	0
ENSG00000203496	0	0	0	0	0
ENSG00000215151	0	0	0	0	0
ENSG00000277133	0	0	0	0	0
ENSG00000225638	0	0	0	0	0
ENSG00000233867	1	0	0	0	0
ENSG00000227264	0	0	0	0	0
ENSG00000234541	0	0	0	0	0
ENSG00000227679	0	0	0	0	0
ENSG00000233832	0	0	0	0	0
ENSG00000229485	0	0	0	0	0
ENSG00000237592	0	0	0	1	0
ENSG00000271650	0	0	0	0	0
ENSG00000274167	0	0	0	0	1
ENSG00000228755	0	0	0	0	3
ENSG00000215146	134	509	480	25	709
ENSG00000182632	22	49	44	1	12
ENSG00000279239	9	5	9	0	2
ENSG00000185904	236	870	1813	57	1080
ENSG00000234420	319	770	2709	1011	1451
ENSG00000270762	0	0	0	0	0
ENSG00000233837	27	20	16	15	7
ENSG00000196693	1617	1168	424	250	573
ENSG00000277479	1	0	0	0	0
ENSG00000272319	2	3	0	0	1
ENSG00000272387	0	0	0	0	0
ENSG00000251783	0	0	0	0	0
ENSG00000232109	5	13	0	0	1
ENSG00000233515	116	59	0	2	0
ENSG00000231009	0	0	0	0	0
ENSG00000234864	0	0	0	0	0
ENSG00000230425	0	0	0	1	0
ENSG00000270552	0	4	0	0	0
ENSG00000259869	0	3	5	3	6
ENSG00000165733	5878	2299	3925	4304	3221
ENSG00000252416	0	0	0	0	0
ENSG00000234944	0	0	1	7	0
ENSG00000229630	0	0	0	0	0
ENSG00000263795	0	0	0	0	0
ENSG00000165731	1	13	94	128	117
ENSG00000273008	7	50	37	42	34
ENSG00000169826	2684	1805	2769	3779	2947
ENSG00000198915	4	835	242	27	1012
ENSG00000224265	0	0	0	0	0
ENSG00000221468	0	0	0	0	0
ENSG00000150201	0	0	2	0	0
ENSG00000169813	20961	11094	11307	12349	14016
ENSG00000221400	0	0	0	0	0
ENSG00000230555	54	8	91	144	23
ENSG00000243660	76	154	136	126	170
ENSG00000252532	0	1	0	0	0
ENSG00000236114	0	0	1	2	2
ENSG00000196793	310	753	324	109	395
ENSG00000232004	82	54	58	81	65
ENSG00000198298	195	396	138	57	192
ENSG00000223910	2	1	0	0	0
ENSG00000237389	0	0	0	0	0
ENSG00000238263	0	0	0	0	0
ENSG00000169740	1286	1607	735	402	1027
ENSG00000226245	3	18	12	4	24
ENSG00000230565	11	24	28	11	41
ENSG00000228426	0	0	0	0	0
ENSG00000271173	0	0	0	0	0
ENSG00000224162	0	0	0	0	0
ENSG00000223746	0	0	0	0	0
ENSG00000234973	0	0	0	0	0
ENSG00000226790	4	3	7	25	7
ENSG00000204187	1	4	4	4	4
ENSG00000226808	7	5	4	28	25
ENSG00000236769	0	1	0	0	0
ENSG00000227029	0	1	0	0	0
ENSG00000233395	0	0	0	0	0
ENSG00000238957	0	0	0	0	0
ENSG00000237590	0	0	1	1	0
ENSG00000229116	1	1	0	7	2
ENSG00000277288	3	0	0	3	1
ENSG00000107562	863	2555	4596	29121	6737
ENSG00000214089	1	0	1	0	0
ENSG00000270767	1	0	0	3	0
ENSG00000234580	1	0	0	0	0
ENSG00000227395	0	0	0	0	0
ENSG00000224812	2	9	4	3	6
ENSG00000234504	0	1	0	0	0
ENSG00000187783	0	5	1	0	2
ENSG00000223462	0	2	2	1	0
ENSG00000273363	1	6	0	5	6
ENSG00000107551	450	3039	652	2576	4204
ENSG00000165507	301	1959	547	2619	1147
ENSG00000165511	8	79	158	112	79
ENSG00000165512	53	857	642	582	1604
ENSG00000226937	0	7	6	0	9
ENSG00000277757	0	0	0	0	0
ENSG00000270258	0	0	0	0	0
ENSG00000228462	0	0	1	0	0
ENSG00000232554	0	0	0	2	0
ENSG00000235690	0	0	1	1	1
ENSG00000243349	0	1	2	0	1
ENSG00000236442	0	0	0	0	0
ENSG00000230501	0	0	2	2	1
ENSG00000263476	0	0	0	0	0
ENSG00000227683	1	0	4	0	1
ENSG00000275312	0	0	0	0	2
ENSG00000278531	0	1	2	0	2
ENSG00000207071	0	0	0	0	0
ENSG00000234993	0	2	0	0	0
ENSG00000224402	0	0	0	0	0
ENSG00000256574	0	2	1	0	0
ENSG00000012779	116	397	823	1134	1651
ENSG00000231964	1	8	7	13	22
ENSG00000165406	2826	964	1160	922	1090
ENSG00000172671	114	180	212	142	171
ENSG00000230869	7	10	4	25	29
ENSG00000237840	110	42	18	57	79
ENSG00000228702	2	8	3	4	6
ENSG00000172661	4713	1388	1865	2083	2688
ENSG00000270434	0	0	0	0	0
ENSG00000231122	0	0	0	0	0
ENSG00000188234	101	225	159	218	223
ENSG00000239883	123	72	140	180	108
ENSG00000239152	0	0	0	0	0
ENSG00000264217	0	0	0	0	0
ENSG00000265354	4206	2865	3067	2400	3838
ENSG00000265733	0	0	0	0	0
ENSG00000266412	11763	6673	9730	8726	9748
ENSG00000263639	0	0	0	0	0
ENSG00000280012	0	0	0	0	0
ENSG00000264204	3	9	15	40	64
ENSG00000263482	0	24	0	1	8
ENSG00000274209	0	0	6	3	0
ENSG00000279058	4	17	18	12	34
ENSG00000273225	0	1	0	0	0
ENSG00000279458	0	0	0	0	0
ENSG00000264230	0	4	14	5	0
ENSG00000213412	1	0	1	2	0
ENSG00000204174	0	0	1	3	1
ENSG00000204175	0	1	2	0	0
ENSG00000204176	1	12	13	35	150
ENSG00000231187	0	4	7	0	11
ENSG00000229227	4	2	0	0	0
ENSG00000165874	66	39	50	43	81
ENSG00000272430	1	42	14	28	20
ENSG00000229927	24	45	39	104	45
ENSG00000274186	0	0	0	0	0
ENSG00000280913	0	2	1	0	1
ENSG00000265366	0	2	2	2	9
ENSG00000215097	0	0	3	0	2
ENSG00000204177	6	55	118	200	125
ENSG00000238405	1	0	1	6	11
ENSG00000243289	3	4	5	7	18
ENSG00000150175	0	2	1	0	0
ENSG00000204179	357	725	285	15	439
ENSG00000266524	3	15	26	185	9
ENSG00000263761	0	0	0	0	0
ENSG00000265203	0	0	0	0	0
ENSG00000265383	0	0	0	0	0
ENSG00000265763	0	0	56	6	8
ENSG00000265190	0	1	0	3	0
ENSG00000270369	0	0	0	0	0
ENSG00000189090	0	0	0	0	0
ENSG00000224919	0	0	0	0	0
ENSG00000204172	64	40	30	193	257
ENSG00000254929	2	2	5	6	4
ENSG00000252877	0	0	0	1	0
ENSG00000251079	2	0	1	4	12
ENSG00000265630	0	4	2	1	4
ENSG00000215065	0	3	0	0	0
ENSG00000266217	0	1	1	0	0
ENSG00000264404	0	0	0	2	0
ENSG00000189014	4	13	10	7	17
ENSG00000276544	0	0	0	0	1
ENSG00000226964	357	1127	496	1551	1134
ENSG00000277758	5	11	18	26	12
ENSG00000276850	0	0	2	0	0
ENSG00000264717	0	0	1	0	0
ENSG00000273760	0	0	0	0	1
ENSG00000276430	0	1	0	0	0
ENSG00000265018	7	142	123	24	7
ENSG00000252149	0	0	0	0	0
ENSG00000270025	3	7	29	2	0
ENSG00000278561	10	11	19	5	6
ENSG00000232462	0	0	0	0	0
ENSG00000170324	0	3	1	0	2
ENSG00000225482	0	0	0	0	0
ENSG00000107643	1666	853	1398	2683	1311
ENSG00000279822	0	5	23	11	10
ENSG00000128805	53	118	1242	736	775
ENSG00000248682	0	0	0	0	0
ENSG00000231906	0	0	1	0	0
ENSG00000251413	0	0	0	0	0
ENSG00000236800	0	1	0	0	0
ENSG00000128815	124	405	270	830	831
ENSG00000228754	0	0	0	0	0
ENSG00000228403	0	1	0	0	2
ENSG00000241577	0	2	0	4	2
ENSG00000165383	0	1	2	111	4
ENSG00000233665	0	5	4	4	2
ENSG00000226576	0	1	0	0	0
ENSG00000264800	0	0	0	0	0
ENSG00000165633	111	299	1866	1491	708
ENSG00000234736	0	0	0	0	0
ENSG00000172538	1	0	0	0	1
ENSG00000204161	120	392	186	622	673
ENSG00000236208	1	0	0	0	0
ENSG00000177354	0	17	0	0	0
ENSG00000165606	0	1	0	3	2
ENSG00000235939	0	0	0	0	0
ENSG00000225830	1133	427	398	523	391
ENSG00000243251	2	0	1	0	0
ENSG00000258838	0	0	1	0	1
ENSG00000271237	0	2	0	0	0
ENSG00000070748	0	0	0	0	0
ENSG00000187714	0	2	0	0	0
ENSG00000178645	0	0	0	0	0
ENSG00000197444	13	1422	343	114	367
ENSG00000226389	0	0	0	0	0
ENSG00000229870	4	11	3	1	9
ENSG00000227345	2180	1067	1354	1159	1075
ENSG00000230166	0	0	0	0	0
ENSG00000204152	501	327	452	575	406
ENSG00000223111	0	0	0	1	0
ENSG00000178440	7	12	15	29	13
ENSG00000222108	1	3	3	6	1
ENSG00000204149	193	491	330	748	787
ENSG00000235618	20	53	17	74	14
ENSG00000226631	1	1	0	0	1
ENSG00000099290	4422	2143	1943	2581	3669
ENSG00000233011	0	1	0	0	0
ENSG00000188611	37	45	93	141	13
ENSG00000225137	1124	224	1106	610	339
ENSG00000198964	1128	1120	900	2001	831
ENSG00000279863	19	11	16	39	15
ENSG00000225303	0	0	1	0	0
ENSG00000280509	0	0	0	0	0
ENSG00000238523	0	0	0	0	0
ENSG00000226200	108	105	235	188	68
ENSG00000231588	0	0	0	0	0
ENSG00000231345	8	3	3	148	31
ENSG00000232706	1	1	0	3	3
ENSG00000226168	0	0	0	0	0
ENSG00000230011	1	0	0	0	0
ENSG00000213667	0	0	0	0	0
ENSG00000204147	136	299	216	332	58
ENSG00000148584	0	1	0	0	1
ENSG00000229711	0	0	0	0	0
ENSG00000236944	0	0	0	0	0
ENSG00000261368	0	0	0	0	0
ENSG00000185532	325	108	1134	604	807
ENSG00000223502	1	0	9	4	6
ENSG00000231132	0	0	0	0	0
ENSG00000266591	0	0	0	0	0
ENSG00000207813	0	0	0	0	0
ENSG00000235279	0	1	0	1	0
ENSG00000213659	0	0	0	0	0
ENSG00000278260	0	0	0	0	1
ENSG00000216022	0	0	0	0	1
ENSG00000177613	4243	1612	3179	3417	2400
ENSG00000236671	0	26	6	1	1
ENSG00000107984	0	849	279	226	73
ENSG00000213657	1	1	0	2	0
ENSG00000227972	1	4	3	16	2
ENSG00000231131	14	1	2	11	4
ENSG00000228651	4	97	17	255	46
ENSG00000165471	0	105	2	17	39
ENSG00000201196	0	0	0	0	0
ENSG00000227121	0	0	0	0	0
ENSG00000231399	0	0	0	0	0
ENSG00000226296	0	0	0	0	0
ENSG00000252161	0	0	0	0	0
ENSG00000233805	0	0	0	0	0
ENSG00000150275	1	1	64	12	2
ENSG00000263921	0	0	0	0	0
ENSG00000252252	0	0	0	0	0
ENSG00000234173	0	0	0	0	2
ENSG00000224697	0	0	0	0	0
ENSG00000221594	0	0	0	0	0
ENSG00000236958	0	5	0	0	0
ENSG00000236744	1	0	0	0	0
ENSG00000223800	0	0	0	0	0
ENSG00000228048	0	0	0	0	0
ENSG00000249860	0	0	0	0	0
ENSG00000236993	22	1	2	0	0
ENSG00000270541	0	0	0	0	0
ENSG00000122952	2062	1975	2812	3039	5513
ENSG00000238707	0	1	0	0	0
ENSG00000276818	0	0	0	1	0
ENSG00000264747	0	0	0	0	0
ENSG00000235810	0	0	0	0	0
ENSG00000223841	0	0	0	0	0
ENSG00000270192	0	0	0	0	0
ENSG00000232115	1	0	0	0	0
ENSG00000151151	591	465	632	645	1048
ENSG00000180221	0	1	0	0	2
ENSG00000122873	1257	1104	915	1044	1649
ENSG00000228527	0	3	0	2	0
ENSG00000261076	0	2	3	10	6
ENSG00000072401	1105	1619	870	931	1786
ENSG00000108064	3176	3414	1783	1906	2938
ENSG00000122870	41	249	1239	2258	775
ENSG00000281826	0	0	0	0	0
ENSG00000183055	0	0	3	3	4
ENSG00000252076	0	0	0	0	0
ENSG00000237949	2	37	1	2	0
ENSG00000226888	0	0	0	0	0
ENSG00000226557	0	0	0	0	0
ENSG00000165443	2	26	4	15	17
ENSG00000148541	41	66	354	312	188
ENSG00000236556	0	1	1	0	0
ENSG00000280779	0	0	0	0	0
ENSG00000235469	0	0	0	1	0
ENSG00000235140	0	0	0	0	0
ENSG00000165449	1	15	421	14	23
ENSG00000227877	0	4	0	0	0
ENSG00000108091	2785	1556	2607	2817	2894
ENSG00000235931	0	0	0	0	0
ENSG00000151150	21	133	3924	79	26
ENSG00000232682	0	0	5	0	0
ENSG00000202190	0	0	0	0	0
ENSG00000282121	0	0	2	0	0
ENSG00000122872	0	0	1	0	1
ENSG00000254271	0	0	1	0	0
ENSG00000170312	2507	2816	2505	2607	5764
ENSG00000072422	2317	2041	753	2255	1760
ENSG00000223107	0	0	0	0	0
ENSG00000227244	0	2	0	0	1
ENSG00000196932	35	167	93	125	160
ENSG00000237233	3	2	2	1	3
ENSG00000183346	1	1	55	2	8
ENSG00000272592	0	0	0	0	0
ENSG00000233643	0	0	0	0	1
ENSG00000150347	2499	2187	2358	2345	3584
ENSG00000221272	0	0	0	0	0
ENSG00000221094	0	0	0	0	0
ENSG00000182010	285	372	370	624	246
ENSG00000234756	4	5	4	3	198
ENSG00000240940	0	0	1	0	3
ENSG00000138311	95	419	1961	2433	1027
ENSG00000234489	0	0	0	0	0
ENSG00000238280	3	9	2	2	10
ENSG00000181915	2987	2655	2152	2275	3604
ENSG00000122877	103	478	11903	1741	646
ENSG00000199446	0	0	0	0	0
ENSG00000224301	0	0	0	0	0
ENSG00000148572	3418	2504	2200	1760	2252
ENSG00000171988	3997	1639	8813	8387	3215
ENSG00000234369	1	0	6	5	3
ENSG00000270421	0	0	1	0	1
ENSG00000221063	0	0	1	0	0
ENSG00000235816	0	1	0	0	0
ENSG00000272767	21	1	215	53	37
ENSG00000224412	0	0	1	0	1
ENSG00000165476	4915	3008	6483	6486	4783
ENSG00000232075	11	2	35	60	13
ENSG00000270352	0	0	0	0	0
ENSG00000228566	0	0	4	2	0
ENSG00000213609	28	54	40	40	32
ENSG00000226426	0	0	0	0	0
ENSG00000235489	0	2	5	18	6
ENSG00000233900	0	0	0	0	2
ENSG00000270648	0	0	0	0	0
ENSG00000216740	0	0	0	0	0
ENSG00000224714	1	4	0	0	0
ENSG00000270754	0	0	0	0	1
ENSG00000282906	0	0	0	0	0
ENSG00000227173	1	0	0	0	1
ENSG00000233724	0	0	0	0	0
ENSG00000235356	0	0	0	0	0
ENSG00000222197	0	0	0	0	0
ENSG00000228065	158	5	9	13	111
ENSG00000253012	0	0	0	0	0
ENSG00000183230	2	12	116	14	5
ENSG00000273360	0	0	0	0	0
ENSG00000274065	0	0	0	0	0
ENSG00000277056	0	0	0	0	0
ENSG00000198739	0	0	5	0	0
ENSG00000225299	0	0	0	0	0
ENSG00000226448	0	0	0	0	0
ENSG00000276866	0	0	0	0	0
ENSG00000213606	0	0	0	0	0
ENSG00000225922	0	0	0	0	0
ENSG00000108176	948	35	886	128	328
ENSG00000212520	0	0	0	0	0
ENSG00000239942	0	0	0	0	0
ENSG00000237141	0	0	0	0	0
ENSG00000272892	5	5	12	4	1
ENSG00000252113	0	0	0	0	0
ENSG00000219932	6	10	6	17	10
ENSG00000096717	2522	725	1123	1274	1263
ENSG00000148634	3989	2233	2653	2996	2598
ENSG00000226318	1	6	17	10	4
ENSG00000266467	0	1	0	0	1
ENSG00000236375	0	0	1	0	0
ENSG00000138347	12	48	5	3	2
ENSG00000222371	0	0	1	0	0
ENSG00000179774	5	13	0	2	6
ENSG00000233590	0	2	0	0	0
ENSG00000234102	0	0	0	0	0
ENSG00000108187	394	297	262	298	185
ENSG00000096746	15590	5504	9852	5585	8074
ENSG00000204130	776	525	938	844	877
ENSG00000138346	257	401	312	586	676
ENSG00000234806	0	1	0	1	1
ENSG00000199638	0	0	0	0	0
ENSG00000122912	1234	4153	689	1109	2761
ENSG00000226493	0	2	0	1	6
ENSG00000207438	0	0	0	0	3
ENSG00000214881	9	3	3	4	9
ENSG00000138336	627	34	370	298	99
ENSG00000213025	83	115	168	115	265
ENSG00000227583	0	1	0	0	0
ENSG00000260400	58	41	63	60	84
ENSG00000270494	0	0	0	0	0
ENSG00000060339	4757	3321	7353	5236	3809
ENSG00000195401	0	0	0	0	0
ENSG00000221184	0	11	16	26	20
ENSG00000165730	81	24	84	19	108
ENSG00000200218	0	0	0	0	0
ENSG00000107625	2695	2323	2164	2036	2462
ENSG00000206855	0	0	0	0	0
ENSG00000165732	16502	5221	12320	9389	5851
ENSG00000198954	3341	1002	3635	2380	2090
ENSG00000214875	0	0	0	0	0
ENSG00000229001	0	0	1	1	0
ENSG00000122862	4553	6098	2841	4099	9963
ENSG00000274008	0	1	1	7	1
ENSG00000122958	7480	4350	3036	4831	5313
ENSG00000233163	0	0	1	0	0
ENSG00000156502	2942	1236	1234	1546	1596
ENSG00000229261	4	0	2	0	1
ENSG00000156510	991	24	12	327	87
ENSG00000231748	0	0	0	0	0
ENSG00000156515	12324	3706	12599	10209	6567
ENSG00000229197	0	0	0	0	0
ENSG00000221774	0	0	0	0	0
ENSG00000075073	33	178	83	82	154
ENSG00000232734	0	2	1	0	0
ENSG00000099282	329	509	2587	1990	1731
ENSG00000273530	0	0	0	0	0
ENSG00000233197	0	0	0	1	0
ENSG00000122859	2	6	1	3	8
ENSG00000236154	7	6	0	0	16
ENSG00000230755	0	0	0	0	0
ENSG00000235803	0	0	0	0	0
ENSG00000235524	0	0	0	0	0
ENSG00000231152	0	0	0	0	0
ENSG00000226794	0	0	0	0	0
ENSG00000171224	76	276	248	15	390
ENSG00000235645	0	0	1	0	0
ENSG00000230469	0	0	0	0	0
ENSG00000197467	30	57	514	352	786
ENSG00000266082	0	0	0	0	0
ENSG00000224222	0	0	0	1	2
ENSG00000099284	33	67	913	343	385
ENSG00000042286	2801	1032	1463	1461	1609
ENSG00000156521	1428	1562	1555	901	1768
ENSG00000079332	7266	7219	6158	7607	8410
ENSG00000229097	118	48	78	153	71
ENSG00000232142	0	0	0	0	0
ENSG00000180817	5872	4750	4263	4409	6955
ENSG00000148734	0	5	66	395	3
ENSG00000172731	419	199	754	1240	449
ENSG00000224725	8	5	17	23	13
ENSG00000148730	8621	6620	5141	7349	8495
ENSG00000156574	1	2	0	1	1
ENSG00000280401	1	4	3	5	2
ENSG00000107719	170	519	1100	1056	1571
ENSG00000230661	0	2	0	0	0
ENSG00000180644	59	398	95	702	1229
ENSG00000138316	118	138	460	1073	783
ENSG00000166220	1	0	1	1	1
ENSG00000231366	0	0	0	0	0
ENSG00000166224	2202	2444	1898	3378	3350
ENSG00000166228	1837	1293	1291	1325	1741
ENSG00000271409	0	0	0	0	0
ENSG00000259267	0	0	0	0	0
ENSG00000107731	755	385	3657	3653	2942
ENSG00000237512	0	0	24	3	13
ENSG00000198246	346	339	642	874	681
ENSG00000279406	15	38	39	45	60
ENSG00000107736	37	67	2515	779	284
ENSG00000223817	0	0	0	0	0
ENSG00000214688	0	3	5	8	2
ENSG00000107738	315	1141	3663	2408	1877
ENSG00000274824	0	0	1	3	2
ENSG00000197746	197855	118167	129638	198653	178147
ENSG00000238446	0	0	0	0	0
ENSG00000230526	2	4	2	7	43
ENSG00000278651	0	0	0	0	0
ENSG00000122863	10206	830	4228	4062	1835
ENSG00000272988	0	0	0	0	0
ENSG00000107742	88	669	229	752	1085
ENSG00000138303	2745	895	1342	1397	1049
ENSG00000200294	0	0	0	0	0
ENSG00000226701	1	0	0	1	1
ENSG00000166295	6457	4628	2846	3830	4129
ENSG00000200170	2	5	1	3	14
ENSG00000168209	1999	924	6316	2458	3967
ENSG00000269926	0	0	0	0	0
ENSG00000148719	5445	1401	2897	5682	2187
ENSG00000107745	6654	1368	3113	4401	2736
ENSG00000202513	0	1	0	0	0
ENSG00000282915	0	2	0	0	0
ENSG00000276531	0	0	0	0	0
ENSG00000226163	0	0	0	0	0
ENSG00000230609	0	0	0	0	0
ENSG00000272536	0	1	0	0	0
ENSG00000231471	0	0	0	0	0
ENSG00000238215	0	0	0	0	0
ENSG00000201881	0	0	0	0	0
ENSG00000156026	1785	390	1493	1324	1165
ENSG00000266719	0	0	0	0	0
ENSG00000280166	0	0	0	0	0
ENSG00000279502	0	0	1	0	0
ENSG00000272627	0	3	1	1	6
ENSG00000138315	34	21	16	105	29
ENSG00000215086	76	29	53	19	50
ENSG00000138308	0	3	3	0	1
ENSG00000213700	29	59	131	60	46
ENSG00000122884	4503	3324	21704	8370	4898
ENSG00000232646	0	0	0	0	0
ENSG00000237768	0	0	3	0	0
ENSG00000201047	0	0	0	1	0
ENSG00000272630	15	20	12	34	52
ENSG00000166321	98	186	244	177	61
ENSG00000272599	24	123	77	28	79
ENSG00000221164	7	40	41	7	16
ENSG00000122882	3932	1599	2639	2527	1656
ENSG00000138286	1009	782	973	1387	1729
ENSG00000213551	1251	944	1115	1447	1246
ENSG00000199201	0	0	0	0	0
ENSG00000227382	4	3	3	2	6
ENSG00000236756	0	8	2	3	4
ENSG00000182180	4508	3872	3147	3775	4043
ENSG00000227540	24	153	77	86	85
ENSG00000156042	16	97	169	40	75
ENSG00000200356	0	1	7	0	0
ENSG00000207473	0	0	0	0	0
ENSG00000138279	5754	2927	3969	7416	4514
ENSG00000233144	0	2	0	9	2
ENSG00000229659	4	4	6	7	4
ENSG00000166343	15	90	76	126	129
ENSG00000266344	0	0	0	0	0
ENSG00000107758	3647	2775	2211	3159	2953
ENSG00000221817	94	90	167	244	154
ENSG00000166348	5164	1415	2332	2838	1226
ENSG00000207327	0	2	0	4	2
ENSG00000237139	0	5	0	0	1
ENSG00000268584	7	14	32	23	11
ENSG00000272791	2	23	17	10	14
ENSG00000177791	176	175	2	38	14
ENSG00000166317	12	144	3	10	12
ENSG00000271848	0	0	0	0	0
ENSG00000172650	2	10	7	17	25
ENSG00000242288	1	0	1	1	0
ENSG00000271816	2	10	7	20	23
ENSG00000272140	16	41	37	67	32
ENSG00000252072	0	0	0	0	0
ENSG00000242338	7	23	10	41	33
ENSG00000250959	33	83	82	179	93
ENSG00000235316	13	44	57	170	67
ENSG00000270808	0	3	6	10	4
ENSG00000279088	159	375	492	495	435
ENSG00000176986	6302	1305	3912	6215	1418
ENSG00000279689	3	16	32	39	25
ENSG00000196968	1880	737	1731	1879	866
ENSG00000172586	2063	2221	777	1023	2416
ENSG00000214655	3612	2194	2302	4297	3328
ENSG00000280238	0	0	0	2	0
ENSG00000272916	0	1	1	2	1
ENSG00000272589	0	0	1	1	1
ENSG00000166507	12	18	24	42	17
ENSG00000148660	1700	641	639	1765	1469
ENSG00000224195	1	2	6	23	24
ENSG00000229990	0	0	0	1	0
ENSG00000122861	611	661	3314	8614	3993
ENSG00000222047	5	11	17	60	23
ENSG00000035403	16412	1865	9287	9296	6643
ENSG00000225761	0	0	0	1	2
ENSG00000185009	6358	2926	3533	3993	3051
ENSG00000156110	1037	1002	811	1518	1227
ENSG00000236900	0	0	0	0	1
ENSG00000214629	1	0	0	0	0
ENSG00000213731	0	0	0	0	0
ENSG00000232342	1	1	5	2	0
ENSG00000226253	0	0	1	2	1
ENSG00000206756	0	0	0	0	0
ENSG00000271710	0	0	0	0	0
ENSG00000214626	0	0	0	0	0
ENSG00000213525	0	0	0	0	0
ENSG00000272748	0	1	0	1	0
ENSG00000156650	2106	391	2294	2398	1029
ENSG00000234149	0	0	0	0	0
ENSG00000227186	0	1	0	1	0
ENSG00000188716	0	2	1	0	0
ENSG00000237882	0	0	0	1	0
ENSG00000079393	0	23	1	11	0
ENSG00000156671	2252	1025	2309	3353	2191
ENSG00000232437	0	0	0	0	0
ENSG00000263626	0	0	0	0	0
ENSG00000165637	10182	6180	5594	5230	6609
ENSG00000165644	401	645	414	274	888
ENSG00000227271	0	0	0	1	0
ENSG00000226051	103	199	8	157	34
ENSG00000233313	0	0	0	0	0
ENSG00000270087	0	0	0	0	0
ENSG00000223428	0	0	0	0	0
ENSG00000236797	0	3	0	1	2
ENSG00000165655	919	2606	1040	2937	1191
